"Itemnumber","Collectionname","Groupnumber","Catintrono","Stylename","Roomname","Groupname","Piecename","Fabriccolor","Finishcolor","Assemblyrequired","Typeofpackaging","Pack","Dropship","Countryoforigin","Catalogdescription","Shippingweight","Cubes","Itemdesc","Cartonlength","Cartonwidth","Cartonheight","Product 1 Desc","Product 1 Length","Product 1 Width","Product 1 Height","Product 2 Desc","Product 2 Length","Product 2 Width","Product 2 Height","Product 3 Desc","Product 3 Length","Product 3 Width","Product 3 Height","Product 4 Desc","Product 4 Length","Product 4 Width","Product 4 Height","UPC",
7191,,"G7171","2004-2","CON (CONTEMPORARY)","H (HOME OFFICE)","HOME OFFICE","FILE CABINET",,"Silver",0,"BOX",1,0,"Taiwan","Silver finished metal computer workstation with a frosted glass desk top, corner wedge and shelf. Matching mobile printer station also available.",20.24,1.06,"Mobile Printer Station",22,16.75,5,"MOBILE PRINTING STATION",20.5,16.12,21.87,,,,,,,,,,,,,21032114558,
720033,,"G720033","2007-2","CON (CONTEMPORARY)","L (LIVING ROOM)","HOME ENTERTAINMENT","TV STAND/ARMOIRE",,"Silver",0,"BOX",1,0,"Taiwan","Chrome with 5mm black tempered glass. Holds most 32"" TV's up to 250lbs.",67.1,5,"TV Console",45,24,8,"TV CONSOLE",42.5,22,22,,,,,,,,,,,,,21032158521,
720034,,"G720034",2009,"CON (CONTEMPORARY)","L (LIVING ROOM)","HOME ENTERTAINMENT","TV STAND/ARMOIRE",,"Black",0,"BOX",1,0,"China","Sophisticated black global TV stand with bracket for your flat panel. CD storage shelves for all your digital entertainment components.",143,10.98,"TV Console",69.25,7.5,37.5,"TV CONSOLE",67.75,23.5,65.5,,,,,,,,,,,,,21032183882,
720051,,"G720051",2006,"CON (CONTEMPORARY)","L (LIVING ROOM)","HOME ENTERTAINMENT","TV STAND/ARMOIRE",,"Black / Silver",0,"BOX",1,0,"Taiwan","Home entertainment TV stand and 5 tier tower in silver and black.",45.9,4.51,"TV Console",46.5,6.75,22.5,"TV CONSOLE",43.25,19,23,,,,,,,,,,,,,21032131470,
720057,,"G720058","2005-2","CON (CONTEMPORARY)","L (LIVING ROOM)","OCCASIONAL TABLES","END TABLE",,"Silver",1,"BOX",1,0,"China","Beveled kidney shaped glass occasional table with chrome plated legs with matching end table and sofa table.",,,,,,,"END TABLE",39,18,21.87,,,,,,,,,,,,,,
"720057B1",,"G720058",2006,"CON (CONTEMPORARY)","L (LIVING ROOM)","OCCASIONAL TABLES","END TABLE",,"Silver",1,"BOX",1,0,"China","Beveled kidney shaped glass occasional table with chrome plated legs with matching end table and sofa table.",40.59,3.45,"B1 = END TABLE BASE, BOX 1 OF 2",36.25,23.12,7.13,,,,,,,,,,,,,,,,,21032130145,
"720057B2",,"G720058","2005-2","CON (CONTEMPORARY)","L (LIVING ROOM)","OCCASIONAL TABLES","END TABLE",,"Silver",1,"BOX",1,0,"China","Beveled kidney shaped glass occasional table with chrome plated legs with matching end table and sofa table.",17.38,0.62,"B2 = END TABLE CLEAR GLASS, BOX 2 OF 2",26,25.5,1.63,,,,,,,,,,,,,,,,,21032130152,
720058,,"G720058","2005-2","CON (CONTEMPORARY)","L (LIVING ROOM)","OCCASIONAL TABLES","COFFEE TABLE",,"Silver",1,"BOX",1,0,"China","Beveled kidney shaped glass occasional table with chrome plated legs with matching end table and sofa table.",,,,,,,"COFFEE TABLE",55,45,16.75,,,,,,,,,,,,,,
"720058B1",,"G720058","2005-2","CON (CONTEMPORARY)","L (LIVING ROOM)","OCCASIONAL TABLES","COFFEE TABLE",,"Silver",1,"BOX",1,0,"China","Beveled kidney shaped glass occasional table with chrome plated legs with matching end table and sofa table.",40.26,3.26,"B1 = COFFEE TABLE BASE, BOX 1 OF 2",34.63,18.13,9,,,,,,,,,,,,,,,,,21032130169,
"720058B2",,"G720058","2005-2","CON (CONTEMPORARY)","L (LIVING ROOM)","OCCASIONAL TABLES","COFFEE TABLE",,"Silver",1,"BOX",1,0,"China","Beveled kidney shaped glass occasional table with chrome plated legs with matching end table and sofa table.",44.22,1.55,"B2 = COFFEE TABLE GLASS, BOX 2 OF 2",44,37.5,1.63,,,,,,,,,,,,,,,,,21032130176,
720059,,"G720058","2005-2","CON (CONTEMPORARY)","L (LIVING ROOM)","OCCASIONAL TABLES","SOFA TABLE",,"Silver",1,"BOX",1,0,"China","Beveled kidney shaped glass occasional table with chrome plated legs with matching end table and sofa table.",,,,,,,"SOFA TABLE",64.75,28.25,28.87,,,,,,,,,,,,,,
"720059B1",,"G720058","2005-2","CON (CONTEMPORARY)","L (LIVING ROOM)","OCCASIONAL TABLES","SOFA TABLE",,"Silver",1,"BOX",1,0,"China","Beveled kidney shaped glass occasional table with chrome plated legs with matching end table and sofa table.",45.54,4.01,"B1 = SOFA TABLE BASE, BOX 1 OF 2",38.5,30,6,,,,,,,,,,,,,,,,,21032130183,
"720059B2",,"G720058","2005-2","CON (CONTEMPORARY)","L (LIVING ROOM)","OCCASIONAL TABLES","SOFA TABLE",,"Silver",1,"BOX",1,0,"China","Beveled kidney shaped glass occasional table with chrome plated legs with matching end table and sofa table.",27.9,1.01,"B2 = SOFA TABLE CLEAR GLASS, BOX 2 OF 2",50,21.5,1.63,,,,,,,,,,,,,,,,,21032130190,
720061,,"G720051","2005-2","CON (CONTEMPORARY)","L (LIVING ROOM)","HOME ENTERTAINMENT","LFT/RT PIER",,"Black / Silver",0,"BOX",1,0,"Taiwan","Home entertainment TV stand and 5 tier tower in silver and black.",47.4,3.96,"Media Tower",53,5,25.5,"MEDIA TOWER",24,18.87,47.5,,,,,,,,,,,,,21032131487,
720081,,"G720081",2007,"CON (CONTEMPORARY)","L (LIVING ROOM)","HOME ENTERTAINMENT","TV STAND/ARMOIRE",,"Black",1,"BOX",1,0,"Taiwan","Contemporary TV stand with glass bottom and base. Features two pull out storage drawers.",,,,,,,"TV CONSOLE",57,20,19.25,,,,,,,,,,,,,,
"720081B1",,"G720081",2007,"CON (CONTEMPORARY)","L (LIVING ROOM)","HOME ENTERTAINMENT","TV STAND/ARMOIRE",,"Black",1,"BOX",1,0,"Taiwan","Contemporary TV stand with glass bottom and base. Features two pull out storage drawers.",100,2.21,"Glass Box 1 of 2",60,2.75,22.75,,,,,,,,,,,,,,,,,21032150747,
"720081B2",,"G720081",2007,"CON (CONTEMPORARY)","L (LIVING ROOM)","HOME ENTERTAINMENT","TV STAND/ARMOIRE",,"Black",1,"BOX",1,0,"Taiwan","Contemporary TV stand with glass bottom and base. Features two pull out storage drawers.",44,4.78,"Base box 2 of 2",43,9.75,19.25,,,,,,,,,,,,,,,,,21032150754,
720184,,"G720184",2012,"TRA (TRADITIONAL)","L (LIVING ROOM)","OCCASIONAL TABLES","3 PACK",,"Black",1,"BOX",1,0,"Taiwan","Round 3pc occasional group features a sturdy black metal base with smooth black glass inlaid table tops.",,,,,,,"BLACK GLASS COFFEE TABLE",35.5,35.5,18.5,"BLACK GLASS END TABLE",23.5,23.5,24,,,,,,,,,,
"720184B1",,"G720184",2012,"TRA (TRADITIONAL)","L (LIVING ROOM)","OCCASIONAL TABLES","3 PACK",,"Black",0,"BOX",1,0,"Taiwan","Round 3pc occasional group features a sturdy black metal base with smooth black glass inlaid table tops.",27.5,2.97,"BLACK GLASS 3PC TABLE SET BASE BOX 1 OF 2",36.75,37.5,3.75,,,,,,,,,,,,,,,,,21032237882,
"720184B2",,"G720184",2012,"TRA (TRADITIONAL)","L (LIVING ROOM)","OCCASIONAL TABLES","3 PACK",,"Black",0,"BOX",1,0,"Taiwan","Round 3pc occasional group features a sturdy black metal base with smooth black glass inlaid table tops.",35.2,3.28,"BLACK GLASS 3PC TABLE SET TOP BOX 2 OF 2",37.75,37.5,4,,,,,,,,,,,,,,,,,21032237899,
7239,,"G7239","2004-2","CON (CONTEMPORARY)","B (BEDROOM)","YOUTH","BUNK BED",,,0,"BOX",1,0,"China","Multicolor bunk bed with slide and tent. (Mattress sold separately.)",150.7,14.16,"Twin Bunkbed w/ Slide & Tent",76,46,7,"TWIN BUNKBED W/ SLIDE AND TENT",80.5,43,48.5,,,,,,,,,,,,,21032229863,
7251,,"G7251","2004-2","CON (CONTEMPORARY)","L (LIVING ROOM)","UPHOLSTERY MOTION FABRIC","FUTON FRAME",,"Silver",0,"BOX",1,0,"China","All metal futon in nickel finish.",80.08,8.87,"ALL METAL FUTON FRAME",77,29.5,6.75,"FUTON METAL FRAME",81.5,55.25,33.5,,,,,,,,,,,,,21032116538,
7291,,"G7291","2002-2","CAS (CASUAL)","L (LIVING ROOM)","ACCENTS","GLIDER","Black",,0,"BOX",1,0,"China","Black leatherette cushion rereclining glider rocker with ottoman.",53.26,11.48,"GLIDER AND OTTOMAN",30.75,26.63,24.25,"GLIDER",36.5,28.25,41,"OTTOMAN",30.75,26.63,24.25,,,,,,,,,21032093471,
7292,,"G7292","2005-2","CAS (CASUAL)","L (LIVING ROOM)","ACCENTS","GLIDER","Bone",,0,"BOX",1,0,"China","Bone leatherette cushion rereclining glider rocker with ottoman.",53.26,11.48,"GLIDER AND OTTOMAN",30.75,26.63,24.25,"GLIDER",36.5,28.25,41,"OTTOMAN",18.75,16.5,14.25,,,,,,,,,21032229870,
7354,,"G7354",2003,"CON (CONTEMPORARY)","D (DINING)","COUNTER HEIGHT","BAR STOOL",,"Black",0,"BOX",2,0,"Taiwan","Black and chrome plated bar stool. Gas lift adjustable",33.44,5.35,"BLACK AND CHROME PLATED BAR STOOL",23,23,17.5,"BLACK AND CHROME PLATED BAR STOOL",21,19.5,36,,,,,,,,,,,,,21032099428,
7395,,"G7395","2004-2","CON (CONTEMPORARY)","B (BEDROOM)","YOUTH","BUNK BED",,"Silver",0,"BOX",1,0,"China","""Wave Collection"" dark silver bunk bed. (Mattress and pad sold separately.)",159.5,22.84,"Twin/Twin Bunkbed (Metal)",80,47,10.5,"TWIN/TWIN BUNKBED (METAL)",78.75,42.5,60.32,,,,,,,,,,,,,21032112028,
7399,,"G7399","2004-2","CON (CONTEMPORARY)","B (BEDROOM)","YOUTH","BUNK BED",,"Silver",0,"BOX",1,0,"China","Twin/futon metal bunk bed in silver finish. (Mattress and pad sold separately.)",185.88,22.22,"Twin/Full Bunkbed W/ Futon (Metal)",78.5,9,47,"TWIN/FULL BUNKBED W/ FUTON (METAL)",80.12,43,71.25,,,,,,,,,,,,,21032112066,
7470,,"G7470","2004-2","CON (CONTEMPORARY)","B (BEDROOM)","YOUTH","BUNK BED",,"Black",0,"BOX",1,0,"China","G.I. bunk bed with slide and tent. Matching G.I. toy chest also available. (Mattress sold separately.)",132,14.02,"Twin Bunkbed w/ Slide & Tent",76,47.25,6.75,"TWIN BUNKBED W/ SLIDE AND TENT",115.5,99.75,49.75,,,,,,,,,,,,,21032116033,
7500,,"G7470","2004-2","CON (CONTEMPORARY)","B (BEDROOM)","YOUTH","TOY CHEST",,"Green",0,"BOX",1,0,"China","G.I. bunk bed with slide and tent. Matching G.I. toy chest also available.",11.88,1.16,"Toy Chest",32,22.75,2.75,"TOY CHEST",30.25,22,20.25,,,,,,,,,,,,,21032116118,
7501,,"G7501",2003,"CON (CONTEMPORARY)","L (LIVING ROOM)","ACCENTS","CHAIR","Black",,0,"BOX",1,0,"China","Leatherette swivel chair in black.",60.46,9.46,"BLACK, RECLINING CHAIR",34,27.5,17.5,"BLACK, RECLINING CHAIR",21,36,41.5,,,,,,,,,,,,,21032100032,
7502,,"G7502",2003,"CON (CONTEMPORARY)","L (LIVING ROOM)","ACCENTS","CHAIR","Beige",,0,"BOX",1,0,"China","Leatherette swivel recliner in beige.",62.48,9.46,"SWIVEL CHAIR RECLINER",34,27.5,17.5,"SWIVEL CHAIR RECLINER",21,36,41.5,,,,,,,,,,,,,21032100049,
7535,,"G7535",2004,"CON (CONTEMPORARY)","L (LIVING ROOM)","HOME ENTERTAINMENT","TV STAND/ARMOIRE",,"Black / Silver",0,"BOX",1,0,"China","Home entertainment TV/VCR/DVD table and 5 tier tower in silver and black",55.44,2.47,"TV Console",51.75,3.75,23,"TV CONSOLE",40,22,22.67,,,,,,,,,,,,,21032112141,
7536,,"G7535",2004,"CON (CONTEMPORARY)","L (LIVING ROOM)","HOME ENTERTAINMENT","TV STAND/ARMOIRE",,"Black / Silver",0,"BOX",1,0,"China","Home entertainment TV/VCR/DVD table and 5 tier tower in silver and black.",60.28,3.2,"Media Tower",46.75,33.75,3.5,"MEDIA TOWER",24,22,46.5,,,,,,,,,,,,,21032112158,
7537,"DIRECTOR'S","G7537","2004-2","CAS (CASUAL)","L (LIVING ROOM)","UPHOLSTERY MOTION LEATHER","THEATER SEATING","Black",,1,"BOX",1,0,"Malaysia","This comfortable style has motion in each seat and a cup holder in each arm, perfect for any “Showtime”. Black leather match.",,,,,,,"BLACK THEATER SEATING",101,37.75,40.75,,,,,,,,,,,,,,
"7537B1","DIRECTOR'S","G7537","2004-2","CAS (CASUAL)","L (LIVING ROOM)","UPHOLSTERY MOTION LEATHER","THEATER SEATING","Black",,0,"BOX",1,0,"Malaysia","This comfortable style has motion in each seat and a cup holder in each arm, perfect for any “Showtime”. Black leather match.",94.82,16.82,"BLACK THEATER SEATING RECLINER, RIGHT ARM",33.75,30.25,28,,,,,,,,,,,,,,,,,21032116675,
"7537B2","DIRECTOR'S","G7537","2004-2","CAS (CASUAL)","L (LIVING ROOM)","UPHOLSTERY MOTION LEATHER","THEATER SEATING","Black",,0,"BOX",1,0,"Malaysia","This comfortable style has motion in each seat and a cup holder in each arm, perfect for any “Showtime”. Black leather match.",94.82,20.07,"BLACK THEATER SEATING RECLINER, ELMENT ARM",36.22,34.25,27.95,,,,,,,,,,,,,,,,,21032116682,
"7537B3","DIRECTOR'S","G7537","2004-2","CAS (CASUAL)","L (LIVING ROOM)","UPHOLSTERY MOTION LEATHER","THEATER SEATING","Black",,0,"BOX",1,0,"Malaysia","This comfortable style has motion in each seat and a cup holder in each arm, perfect for any “Showtime”. Black leather match.",112.46,22.8,"BLACK THEATER SEATING RECLINER, TWO ARM",40.75,33.5,27.75,,,,,,,,,,,,,,,,,21032116699,
"7537EX","DIRECTOR'S","G7537","2004-2","CAS (CASUAL)","L (LIVING ROOM)","UPHOLSTERY MOTION LEATHER","CHAIR","Black",,0,"BOX",1,0,"Malaysia","This comfortable style theater recliner offers cup holders in each arm. Black leather match.",94.82,20.07,"BLACK THEATER SEATING ENTERTAINMENT ARM RECLINER",36.22,34.25,27.95,"BLACK THEATER SEATING ENTERTAINMENT ARM RECLINER",34.5,37.75,41,,,,,,,,,,,,,21032118839,
"7537R","DIRECTOR'S","G7537R",2006,"CAS (CASUAL)","L (LIVING ROOM)","UPHOLSTERY MOTION LEATHER","RECLINER","Black",,0,"BOX",1,0,"Malaysia","This comfortable style has motion in each seat and a cup holder in each arm, perfect for any “Showtime”. Black leather match.",105.82,19.63,"BLACK THEATER SEATING RECLINER",35.63,34.06,27.95,"BLACK THEATER SEATING RECLINER",39,39,41,,,,,,,,,,,,,21032139872,
7575,"Promenade Collection","G7575S",2006,"CAS (CASUAL)","L (LIVING ROOM)","UPHOLSTERY MOTION LEATHER","OTTOMAN","Black",,0,"BOX",1,0,"Malaysia","Offering you two color choices and modular configurations so that you are in control. Whether you decide to buy it as shown or to create one of a kind room, big or small, its all up to you. Create your own room your way with modular components. All motion pieces are constructed with Legget and Platt mechanism. Available in black leather match.",39.68,10.85,"STORAGE OTTOMAN",38,25.5,19,"STORAGE OTTOMAN",37,24,17,,,,,,,,,,,,,21032139803,
"7575AC","Promenade Collection","G7575S",2006,"CAS (CASUAL)","L (LIVING ROOM)","UPHOLSTERY MOTION LEATHER","ARMLESS CHAIR","Black",,0,"BOX",1,0,"Malaysia","Offering you two color choices and modular configurations so that you are in control. Whether you decide to buy it as shown or to create one of a kind room, big or small, its all up to you. Create your own room your way with modular components. All motion pieces are constructed with Legget and Platt mechanism. Available in black leather match.",46.3,20.69,"ARMLESS CHAIR",37.5,23.25,37.25,"ARMLESS CHAIR",21,39,38,,,,,,,,,,,,,21032139681,
"7575AL","Promenade Collection","G7575S",2006,"CAS (CASUAL)","L (LIVING ROOM)","UPHOLSTERY MOTION LEATHER","LOVE SEAT","Black",,0,"BOX",1,0,"Malaysia","Offering you two color choices and modular configurations so that you are in control. Whether you decide to buy it as shown or to create one of a kind room, big or small, its all up to you. Create your own room your way with modular components. All motion pieces are constructed with Legget and Platt mechanism. Available in black leather match.",66.14,39.11,"ARMLESS LOVE SEAT",44.5,36,37.5,"ARMLESS LOVE SEAT",42,39,38,,,,,,,,,,,,,21032139780,
"7575L","Promenade Collection","G7575S",2006,"CAS (CASUAL)","L (LIVING ROOM)","UPHOLSTERY MOTION LEATHER","LOVE SEAT","Black",,1,"BOX",1,0,"Malaysia","The next generation of theater seating has arrived! Experience what is sure be our most exciting introduction. Remember you can build this your way! Available as shown in black leather match.",,,,,,,"LOVE SEAT RECLINER",62,39,38,,,,,,,,,,,,,21032229894,
"7575LR","Promenade Collection","G7575S",2006,"CAS (CASUAL)","L (LIVING ROOM)","UPHOLSTERY MOTION LEATHER","RECLINER","Black",,0,"BOX",1,0,"Malaysia","Offering you two color choices and modular configurations so that you are in control. Whether you decide to buy it as shown or to create one of a kind room, big or small, its all up to you. Create your own room your way with modular components. All motion pieces are constructed with Legget and Platt mechanism. Available in black leather match.",85.98,21.08,"LEFT ARM SEAT RECLINER",34.25,30.5,33.75,"LEFT ARM SEAT RECLINER",32,39,38,,,,,,,,,,,,,21032139667,
"7575R","Promenade Collection","G7575S",2006,"CAS (CASUAL)","L (LIVING ROOM)","UPHOLSTERY MOTION LEATHER","RECLINER","Black",,0,"BOX",1,0,"Malaysia","Offering you two color choices and modular configurations so that you are in control. Whether you decide to buy it as shown or to create one of a kind room, big or small, its all up to you. Create your own room your way with modular components. All motion pieces are constructed with Legget and Platt mechanism. Available in black leather match.",105.82,26.25,"SINGLE RECLINER",43.75,31,33.5,"SINGLE RECLINER",40,39,38,,,,,,,,,,,,,21032139698,
"7575RR","Promenade Collection","G7575S",2006,"CAS (CASUAL)","L (LIVING ROOM)","UPHOLSTERY MOTION LEATHER","RECLINER","Black",,0,"BOX",1,0,"Malaysia","Offering you two color choices and modular configurations so that you are in control. Whether you decide to buy it as shown or to create one of a kind room, big or small, its all up to you. Create your own room your way with modular components. All motion pieces are constructed with Legget and Platt mechanism. Available in black leather match.",85.98,21.08,"RIGHT ARM RECLINER",35,30.5,34,"RIGHT ARM RECLINER",32,39,38,,,,,,,,,,,,,21032139674,
"7575S","Promenade Collection","G7575S",2006,"CAS (CASUAL)","L (LIVING ROOM)","UPHOLSTERY MOTION LEATHER","SOFA","Black",,0,"BOX",1,0,"Malaysia","The next generation of theater seating has arrived! Experience what is sure be our most exciting introduction. Remember you can build this your way! Available as shown in black leather match.",,,,,,,"MOTION SOFA",85,39,38,,,,,,,,,,,,,,
"7575SEC","Promenade Collection","G7575S",2006,"CAS (CASUAL)","L (LIVING ROOM)","UPHOLSTERY MOTION LEATHER","SECTIONAL","Black",,0,"BOX",1,0,"Malaysia","Offering you two color choices and modular configurations so that you are in control. Whether you decide to buy it as shown or to create one of a kind room, big or small, its all up to you. Create your own room your way with modular components. All motion pieces are constructed with Legget and Platt mechanism. Available in black leather match.",,,,,,,"THEATER SECTIONAL",152,39,38,,,,,,,,,,,,,21032229900,
"7575WG","Promenade Collection","G7575S",2006,"CAS (CASUAL)","L (LIVING ROOM)","UPHOLSTERY MOTION LEATHER","WEDGE","Black",,0,"BOX",1,0,"Malaysia","Offering you two color choices and modular configurations so that you are in control. Whether you decide to buy it as shown or to create one of a kind room, big or small, its all up to you. Create your own room your way with modular components. All motion pieces are constructed with Legget and Platt mechanism. Available in black leather match.",48.51,19.58,"STORAGE WEDGE",37.8,25.98,34.45,"STORAGE WEDGE",23,36,33,,,,,,,,,,,,,21032139797,
7635,,"G7635",2005,"CON (CONTEMPORARY)","L (LIVING ROOM)","OCCASIONAL TABLES","3 PACK",,"Silver",0,"BOX",1,0,"Taiwan","3PC chrome and glass top table set.",92.4,3.85,"3PC OCCASIONAL SET",50.5,27.75,4.75,"COFFEE TABLE",46.75,25.25,17.75,"END TABLE",23,23,21,,,,,,,,,21032125615,
7642,,"G7641",2005,"CON (CONTEMPORARY)","D (DINING)","CASUAL DINING","SIDE CHAIR",,"Black",1,"BOX",4,0,"China","Pearl silver dining table with two 12” pull out extensions at each end of the table to extend to 72”.",,,,,,,"PEARL SILVER DINING CHAIR",22.75,18.5,41,,,,,,,,,,,,,,
"7642B1",,"G7641",2005,"CON (CONTEMPORARY)","D (DINING)","CASUAL DINING","SIDE CHAIR",,"Black",0,"BOX",4,0,"China","Pearl silver dining table with two 12” pull out extensions at each end of the table to extend to 72”.",26,2.78,"PEARL SILVER DINING CHAIR BACK BOX 1 OF 2",43,14,8,,,,,,,,,,,,,,,,,21032118921,
"7642B2",,"G7641",2005,"CON (CONTEMPORARY)","D (DINING)","CASUAL DINING","SIDE CHAIR",,"Black",0,"BOX",4,0,"China","Pearl silver dining table with two 12” pull out extensions at each end of the table to extend to 72”.",50.6,6.63,"PEARL SILVER DINING SEAT AND LEGS BOX 2 OF 2",21,21,26,,,,,,,,,,,,,,,,,21032118938,
7681,,"G7681","2003-2","CON (CONTEMPORARY)","B (BEDROOM)","SECONDARY BEDROOM","BED",,"Silver",0,"BOX",1,0,"China","Streamlined glossy silver platform bed with support.",121,15.12,"GLOSSY SILVER PLATFORM BED - QUEEN",84.5,50,65,"GLOSSY SILVER PLATFORM BED - QUEEN",87,66.75,36,,,,,,,,,,,,,21032109271,
7682,,"G7681","2003-2","CON (CONTEMPORARY)","B (BEDROOM)","SECONDARY BEDROOM","NIGHTSTAND",,"Silver",0,"BOX",1,0,"China","Streamlined glossy silver night stand.",18.48,1.63,"NIGHT STAND - STREAMLINED",25,21.5,5.25,"NIGHT STAND - STREAMLINED",20.5,19.75,31.25,,,,,,,,,,,,,21032107925,
7683,,"G7681","2003-2","CON (CONTEMPORARY)","B (BEDROOM)","SECONDARY BEDROOM","VANITY STOOL","Beige","Silver",0,"BOX",1,0,"China","Streamlined glossy silver vanity stool.",46.86,3.41,"VANITY SET STOOL",34,18.75,9.25,"VANITY SET STOOL",18,30.25,57.5,,,,,,,,,,,,,21032107932,
7684,,"G7681","2003-2","CON (CONTEMPORARY)","B (BEDROOM)","SECONDARY BEDROOM","MIRROR",,"Silver",0,"BOX",1,0,"China","Streamlined glossy silver cheval mirror.",23.47,1.48,"MIRROR - STREAMLINED GLOSSY",47.5,17.25,3.13,"MIRROR - STREAMLINED GLOSSY",17.5,16.5,62.25,,,,,,,,,,,,,21032107949,
7686,,"G7686",2005,"TRN (TRANSITIONAL)","D (DINING)","COUNTER HEIGHT","BAR STOOL","Brown","Black",0,"BOX",2,0,"China","Barstools have tilted backs and cushioned seats.",54.12,5.95,"Bar Stool",43.5,22,10.75,"BARSTOOL",20.75,18.25,45,,,,,,,,,,,,,21032125653,
800019,,"G800019",2010,"TRN (TRANSITIONAL)","H (HOME OFFICE)","HOME OFFICE","OFFICE CHAIR","Black",,0,"BOX",1,0,"China","Black mesh back office chair with ergonomic seat and back adjustments.",41.14,3.72,"BLACK MESH BACK OFFICE CHAIR",25,10.5,24.5,"BLACK MESH BACK OFFICE CHAIR",26,25,36.5,,,,,,,,,,,,,21032198398,
800038,,"G800038","2010-2","CAS (CASUAL)","H (HOME OFFICE)","HOME OFFICE","OFFICE CHAIR","Black",,0,"BOX",1,0,"China","Office chair with gas lift and padded arms in leather like black vinyl.",42.33,6.23,"BLACK VINYL OFFICE CHAIR",31.25,13.25,26.25,"BLACK VINYL OFFICE CHAIR",30.5,27.75,42.75,,,,,,,,,,,,,21032213633,
800052,,"G800052","2005-2","CON (CONTEMPORARY)","H (HOME OFFICE)","HOME OFFICE","OFFICE CHAIR","Black",,0,"BOX",1,0,"China","Full adjustment office chair in a mesh fabric with extreme comfort for those long hours at your desk.",56.4,5.35,"BLACK MESH FABRIC OFFICE CHAIR",12,12,64.2,"BLACK MESH FABRIC OFFICE CHAIR",28,27.5,46.75,,,,,,,,,,,,,21032153113,
"800055B",,"G800055B",2012,"CAS (CASUAL)","H (HOME OFFICE)","HOME OFFICE","OFFICE CHAIR","Blue",,0,"BOX",1,0,"China","Mesh styled task chairs in multiple colors with a gas lift and black finished base.",17.6,1.84,"Office Chair",7.88,20.5,19.63,"OFFICE CHAIR",21,19.75,35.75,,,,,,,,,,,,,21032236632,
"800055K",,"G800055K",2012,"CAS (CASUAL)","H (HOME OFFICE)","HOME OFFICE","OFFICE CHAIR","Black","Black",0,"BOX",1,0,"China","Mesh styled task chairs in multiple colors with a gas lift and black finished base.",17.6,1.84,"Office Chair",7.88,20.5,19.63,"OFFICE CHAIR",21,19.75,35.75,,,,,,,,,,,,,21032236649,
"800055P",,"G800055P",2012,"CAS (CASUAL)","H (HOME OFFICE)","HOME OFFICE","OFFICE CHAIR","Pink","Black",0,"BOX",1,0,"China","Mesh styled task chairs in multiple colors with a gas lift and black finished base.",17.6,1.84,"Office Chair",7.88,20.5,19.63,"OFFICE CHAIR",21,19.75,35.75,,,,,,,,,,,,,21032236656,
"800055R",,"G800055R",2012,"CAS (CASUAL)","H (HOME OFFICE)","HOME OFFICE","OFFICE CHAIR","Red","Black",0,"BOX",1,0,"China","Mesh styled task chairs in multiple colors with a gas lift and black finished base.",17.6,1.84,"Office Chair",7.88,20.5,19.63,"OFFICE CHAIR",21,19.75,35.75,,,,,,,,,,,,,21032236663,
800056,,"G800056",2012,"CAS (CASUAL)","H (HOME OFFICE)","HOME OFFICE","OFFICE CHAIR","Black","Black",0,"BOX",1,0,"China","Contemporary-styled mesh task chair with a gas lift and black finshed base.",30.8,3.27,"Office Chair",10.25,24,23,"OFFICE CHAIR",23.75,24,39.75,,,,,,,,,,,,,21032236670,
"800057G",,"G800057G",2013,"CON (CONTEMPORARY)","H (HOME OFFICE)","HOME OFFICE","OFFICE CHAIR","Grey",,0,"BOX",1,0,"China","GRAY OFFICE CHAIR",40,5,"OFFICE CHAIR",25,24.25,15.25,"OFFICE CHAIR",23.25,24.75,41,,,,,,,,,,,,,,
